Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SalePrice_Scaled,SalePrice_Normalized,SalePrice_Log,LotArea_Scaled,LotArea_Normalized,LotArea_Log,YearBuilt_Scaled,YearBuilt_Normalized,GarageArea_Scaled,GarageArea_Normalized,GarageArea_Log,OverallState,ExterState,BsmtState,YearsSinceRenovation
626,20,3,87.0,10000.0,1,2,0,3,0,0,0,12,2,2,0,2,6,6,1962,1962,3,1,13,14,1,261.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,1116,1116,1,5.0,1,4,1116,0,0,1116,0,0,1,1,3,1,5.0,5,6,0,,1,1962.0,2,2,440,5.0,5.0,2,0,0,0,0,385,0,,4,4,0,2,2010,8,4,160000,-0.16816871030180558,0.41036575364933575,11.982929094215963,0.19313248185894266,0.45475929120276,9.210340371976184,-0.33010714946559244,0.625,-0.13987565740972632,0.41785375118708457,6.0867747269123065,6.0,5.0,2.0,62
627,20,3,69.0,12342.0,1,2,0,3,0,4,0,12,2,2,0,2,5,5,1960,1978,3,1,13,14,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,978,978,1,5.0,1,4,1422,0,0,1422,0,0,1,0,3,1,5.0,6,2,1,5.0,1,1960.0,1,1,286,5.0,5.0,2,0,0,36,0,0,0,,1,2,600,8,2007,8,4,139900,-0.5169192790894603,0.3444316877152698,11.848683160653573,0.9075939734087408,0.577178401547227,9.420763358881013,-0.3975136443215034,0.609375,-0.8888550051592581,0.271604938271605,5.655991810819852,5.0,5.0,2.0,46
628,80,3,80.0,9600.0,1,2,3,3,0,4,0,12,2,2,0,7,6,6,1955,1972,1,1,0,0,1,164.0,5.0,5.0,1,5.0,5.0,6.66,6.0,674,2.0,132,350,1156,1,10.0,1,4,1520,0,0,1520,1,0,1,0,3,1,5.0,7,6,2,7.5,2,1955.0,1,1,364,5.0,5.0,2,0,0,189,0,0,0,,4,4,0,3,2010,8,4,153000,-0.2896241322676555,0.38740364113498443,11.938193200374572,0.07110660798194897,0.4338508180440123,9.169518377455928,-0.5660298814612807,0.5703125,-0.5095018290263784,0.34567901234567905,5.8971538676367405,6.0,5.0,164.53199999999998,52
629,60,3,70.0,11606.0,1,2,0,1,0,4,2,12,2,2,0,5,5,5,1969,1969,1,1,9,10,1,192.0,5.0,5.0,2,7.5,5.0,6.66,4.0,650,0.0,0,390,1040,1,5.0,1,4,1040,1040,0,2080,0,1,1,2,5,1,2.5,9,6,2,5.0,1,1969.0,2,2,504,5.0,5.0,2,335,0,0,0,0,0,,4,4,0,9,2007,8,3,135000,-0.6019380744655553,0.3283582089552239,11.813030057420567,0.6830663654750724,0.5387068109351314,9.359277484750553,-0.09418441746990412,0.6796875,0.17138848710955965,0.47863247863247865,6.222576268071369,5.0,5.0,133.832,55
630,80,3,82.0,9020.0,1,2,3,3,0,0,0,12,1,2,0,7,6,5,1964,1964,1,7,9,14,1,259.0,5.0,5.0,1,5.0,5.0,10.0,10.0,624,4.0,336,288,1248,1,5.0,1,4,1350,0,0,1350,1,0,1,1,3,1,5.0,6,6,0,,1,1964.0,1,2,520,5.0,5.0,2,176,0,0,0,0,0,,0,4,0,6,2008,8,4,168500,-0.02068712648613067,0.4382483188453337,12.034691028774553,-0.10583090913969191,0.40353353196382835,9.10719961305667,-0.2627006546096815,0.640625,0.2492045232393811,0.4938271604938272,6.253828811575473,5.5,5.0,196.0,60
631,70,4,50.0,9000.0,1,0,3,3,0,0,0,17,0,2,0,5,5,6,2006,1991,1,1,12,13,3,0.0,5.0,5.0,0,2.5,2.5,0.0,0.0,0,0.0,0,636,636,1,5.0,1,0,1089,661,0,1750,0,0,1,0,3,1,10.0,8,6,0,,5,1937.0,2,1,240,2.5,0.0,0,0,0,293,0,0,0,,2,4,0,6,2006,8,0,124000,-0.7927965946976051,0.29227488928981465,11.728036844587175,-0.11193220283354159,0.402488108305891,9.104979856318357,1.1528357373644484,0.96875,-1.1125761090324948,0.22792022792022792,5.480638923341991,5.5,5.0,1.0,33
632,120,3,34.0,4590.0,1,2,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,1,12,13,2,108.0,7.5,5.0,2,7.5,7.5,3.33,10.0,24,0.0,0,1530,1554,1,10.0,1,4,1554,0,0,1554,0,0,2,0,2,1,7.5,6,6,1,7.5,1,2006.0,1,2,627,5.0,5.0,2,156,73,0,0,0,0,,4,4,0,8,2007,8,4,209500,0.6906946307424189,0.5727406921436773,12.25247901834433,-1.4572674623273971,0.1719721917306989,8.431635303054591,1.1528357373644484,0.96875,0.7695992648575624,0.5954415954415955,6.440946540632921,6.5,6.25,8.466,18
633,20,3,85.0,11900.0,1,2,3,3,0,4,0,14,2,2,0,2,7,5,1977,1977,3,1,9,10,1,209.0,5.0,7.5,1,5.0,5.0,0.0,8.0,822,0.0,0,564,1386,1,5.0,1,4,1411,0,0,1411,0,0,2,0,3,1,5.0,6,6,1,5.0,1,1977.0,0,2,544,5.0,5.0,2,192,0,0,0,0,0,,4,4,0,4,2009,8,3,82500,-1.5128537392094297,0.15614236509758894,11.320553572322773,0.7727553827746628,0.5540745387068109,9.38429367909962,0.17544156195373967,0.7421875,0.36592857743411333,0.51661918328585,6.298949246855942,6.0,6.25,166.4,47
634,20,3,80.0,9250.0,1,2,3,3,0,0,0,12,2,2,0,2,5,7,1954,2005,1,1,13,14,3,0.0,5.0,5.0,1,5.0,5.0,0.0,6.0,480,2.0,468,108,1056,1,5.0,1,4,1056,0,0,1056,0,1,1,0,3,1,5.0,6,6,0,,1,1954.0,2,1,260,5.0,5.0,2,390,0,0,0,0,0,,4,4,0,7,2007,8,4,139400,-0.5255946663727353,0.3427915368213875,11.845102777308561,-0.03566603166042053,0.4155559040301082,9.132378830506472,-0.5997331288892362,0.5625,-1.015306063870218,0.2469135802469136,5.560681631015528,6.0,5.0,191.6,19
635,90,3,64.0,6979.0,1,2,3,3,0,4,0,17,2,2,2,6,6,5,1980,1980,1,1,9,10,3,0.0,5.0,5.0,1,5.0,5.0,0.0,10.0,1056,0.0,0,0,1056,1,7.5,1,4,1056,0,0,1056,2,0,0,0,0,2,5.0,4,6,0,,5,1980.0,2,2,576,5.0,5.0,2,264,56,0,0,0,0,,0,2,600,6,2010,8,4,144000,-0.44578110336660537,0.3578809250451041,11.877568578558138,-0.7284679305970523,0.29684804767131884,8.850660919017152,0.2765513042376061,0.765625,0.5215606496937564,0.5470085470085471,6.3561076606958915,5.5,5.0,213.2,44
636,190,2,60.0,10896.0,1,1,3,0,0,4,0,18,1,2,1,3,6,7,1914,1995,3,1,12,13,3,0.0,2.5,5.0,1,5.0,2.5,0.0,2.0,256,0.0,0,1184,1440,1,10.0,1,0,1440,1440,515,3395,0,0,2,0,8,2,2.5,14,6,0,,1,2005.0,2,0,0,5.0,5.0,0,0,110,0,0,0,0,,4,4,0,3,2007,8,0,200000,0.525862272360194,0.5415778251599147,12.206072645530174,0.4664704393434086,0.5015942710783544,9.296151028389293,-1.9478630260074552,0.25,-2.279816650979817,0.0,-inf,6.5,3.75,52.7,29
637,30,4,51.0,6120.0,1,2,3,3,0,4,0,3,2,2,0,2,2,3,1936,1950,1,1,0,0,3,0.0,2.5,2.5,0,5.0,2.5,0.0,0.0,0,0.0,0,264,264,3,2.5,0,0,800,0,0,800,0,0,1,0,1,1,2.5,4,0,1,0.0,1,2005.0,2,0,0,5.0,5.0,0,0,0,0,0,0,0,,4,4,0,1,2009,5,4,60000,-1.9032461669568044,0.0823355748728883,11.002099841204238,-0.9905184947478963,0.2519471015629084,8.719317375506371,-1.2063915825924347,0.421875,-2.279816650979817,0.0,-inf,2.5,2.5,1.5,74
638,190,4,50.0,6000.0,1,2,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,1,13,14,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,811,811,1,5.0,1,0,811,576,0,1387,0,0,2,0,3,2,7.5,7,6,0,,3,1954.0,2,1,256,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,11,2009,8,4,93000,-1.3306706062606548,0.19058553386911592,11.440354772135393,-1.0271262569109945,0.24567455961528412,8.699514748210191,-0.5997331288892362,0.5625,-1.0347600729026734,0.24311490978157646,5.545177444479562,4.5,5.0,2.0,70
639,30,3,67.0,8777.0,1,2,3,3,0,4,0,7,1,2,0,2,5,7,1910,1950,1,1,8,14,3,0.0,5.0,5.0,1,2.5,5.0,0.0,0.0,0,0.0,0,796,796,1,7.5,1,0,796,0,0,796,0,0,1,0,2,1,5.0,4,6,0,,1,2005.0,2,0,0,5.0,5.0,1,328,0,164,0,0,0,,2,4,0,5,2008,8,4,85000,-1.4694768027930547,0.16434311956700015,11.350406535472453,-0.17996162751996558,0.3908316345198892,9.079889942592118,-2.082676015719277,0.21875,-2.279816650979817,0.0,-inf,6.0,5.0,1.5,74
640,120,3,53.0,3982.0,1,2,3,3,0,4,0,0,2,2,4,2,8,5,2006,2006,3,1,12,13,3,0.0,7.5,5.0,2,7.5,7.5,6.66,10.0,1154,0.0,0,366,1520,1,10.0,1,4,1567,0,0,1567,1,0,2,0,1,1,10.0,7,6,1,7.5,1,2006.0,0,3,648,5.0,5.0,2,312,0,0,0,0,0,,4,4,0,10,2006,6,5,264561,1.6460456291512278,0.753357388879777,12.485827127509431,-1.6427467906204276,0.14019131252940253,8.289539484624141,1.1528357373644484,0.96875,0.871732812277953,0.6153846153846154,6.473890696352274,6.5,6.25,235.132,18
641,120,3,62.0,12677.0,1,2,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,1,8,8,1,472.0,10.0,5.0,2,10.0,5.0,10.0,10.0,1218,0.0,0,300,1518,1,10.0,1,4,1518,0,0,1518,0,0,1,1,1,1,10.0,6,6,1,7.5,1,2003.0,1,2,588,5.0,5.0,2,185,140,0,0,0,0,,4,4,0,4,2008,8,4,274000,1.809819590284893,0.7843201574544858,12.520883385370206,1.009790642780723,0.5946892478176781,9.447544606938727,1.051725995080582,0.9453125,0.5799226767911224,0.5584045584045584,6.376726947898627,6.5,7.5,248.6,20
642,60,1,69.0,7050.0,1,2,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,1,12,13,3,0.0,7.5,5.0,2,7.5,5.0,0.0,10.0,738,0.0,0,319,1057,1,10.0,1,4,1057,872,0,1929,1,0,2,1,3,1,7.5,7,6,1,5.0,1,2001.0,0,2,650,5.0,5.0,2,0,235,0,0,0,0,,4,4,0,5,2007,8,4,226000,0.9769824110904937,0.6268656716417911,12.328290278254423,-0.7068083379838859,0.3005593016569965,8.860782895806315,0.9843195002246711,0.9296875,0.8814598167941807,0.617283950617284,6.476972362889683,6.0,6.25,150.1,23
643,80,3,75.0,13860.0,1,2,3,3,0,4,0,12,2,2,0,7,8,7,1972,1995,1,1,9,14,3,0.0,7.5,5.0,1,7.5,5.0,10.0,10.0,1410,0.0,0,542,1952,1,7.5,1,4,2000,704,0,2704,1,0,2,1,4,1,10.0,9,6,3,5.0,1,1972.0,0,2,538,5.0,5.0,2,269,111,0,0,0,0,,2,4,0,7,2009,8,4,163000,-0.1161163866021556,0.42020665901262916,12.0015054797889,1.370682164771932,0.656526057184674,9.536762272743895,0.006925324813962299,0.703125,0.3367475638854303,0.5109211775878443,6.2878585601617845,7.5,6.25,286.5,29
644,60,3,80.0,10793.0,1,2,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,1,14,6,1,263.0,5.0,5.0,1,5.0,5.0,0.0,4.0,493,6.0,287,0,780,1,10.0,1,4,780,840,0,1620,0,0,2,1,4,1,5.0,7,2,0,,1,1969.0,0,2,462,5.0,5.0,2,208,0,0,0,0,0,,1,4,0,4,2007,8,4,152000,-0.3069749068342055,0.3841233393472199,11.931635799828413,0.4350487768200827,0.496210339239977,9.286653054825347,-0.09418441746990412,0.6796875,-0.03287860773122177,0.43874643874643876,6.135564891081739,5.0,5.0,158.0,55
645,20,1,85.0,9187.0,1,2,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,1,5,5,2,162.0,10.0,5.0,2,10.0,5.0,3.33,10.0,1121,0.0,0,645,1766,1,10.0,1,4,1766,0,0,1766,1,0,2,1,2,1,10.0,7,6,1,7.5,1,2009.0,0,3,478,5.0,5.0,2,195,130,0,0,0,0,,4,4,0,10,2009,6,5,163000,-0.1161163866021556,0.42020665901262916,12.0015054797889,-0.05488510679604704,0.41226281950760546,9.125544720271467,1.253945479648315,0.9921875,0.04493742839859972,0.4539411206077873,6.169610732491456,7.0,7.5,227.86599999999999,15
646,20,3,69.0,10530.0,1,2,0,3,0,0,0,12,2,2,0,2,6,5,1971,1971,3,1,9,10,3,0.0,5.0,5.0,1,5.0,5.0,0.0,8.0,282,2.0,35,664,981,1,5.0,1,4,981,0,0,981,1,0,1,1,3,1,5.0,5,6,0,,5,1979.0,2,2,576,5.0,5.0,2,0,312,40,0,0,0,,4,4,0,3,2007,8,4,143250,-0.45879418429151786,0.3554206987042808,11.872346634576987,0.35481676474595936,0.4824630181381005,9.261983605128021,-0.026777922613993175,0.6953125,0.5215606496937564,0.5470085470085471,6.3561076606958915,5.5,5.0,65.4,53
647,20,3,60.0,7200.0,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1950,1950,3,1,8,8,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,0,0,1,7.5,1,4,1048,0,0,1048,0,0,1,0,3,1,5.0,7,2,0,,5,1950.0,2,2,420,5.0,5.0,2,0,27,0,0,0,0,,4,4,0,7,2008,8,4,98300,-1.23871150105794,0.20797113334426764,11.495779306135258,-0.6610486352800132,0.30839997909152683,8.881836305004146,-0.7345461186010581,0.53125,-0.23714570257200318,0.39886039886039887,6.040254711277414,5.0,5.0,2.0,74
648,20,3,85.0,10452.0,1,2,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,1,13,14,2,216.0,5.0,5.0,1,5.0,5.0,3.33,4.0,500,0.0,0,594,1094,1,10.0,1,4,1094,0,0,1094,0,0,1,0,3,1,5.0,5,6,2,7.5,1,1953.0,1,2,495,5.0,5.0,2,0,0,0,0,287,0,,4,4,0,6,2008,8,4,155000,-0.2549225831345555,0.39396424471051333,11.951180395901384,0.33102171933994556,0.47838586587214466,9.254548626640503,-0.6334363763171917,0.5546875,0.12761696678653506,0.47008547008547014,6.20455776256869,5.5,5.0,102.66600000000001,71
649,60,3,70.0,7700.0,1,2,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,8,8,1,351.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,756,756,1,5.0,1,4,1051,788,0,1839,0,0,1,1,4,1,5.0,7,6,1,5.0,1,1966.0,2,2,442,5.0,5.0,2,0,124,216,0,0,0,,4,4,0,6,2010,8,4,155000,-0.2549225831345555,0.39396424471051333,11.951180395901384,-0.5085162929337711,0.33453557053996136,8.948975607841776,-0.19529415975377054,0.65625,-0.1301486528934986,0.4197530864197531,6.091309882077698,5.5,5.0,2.0,58
650,180,4,21.0,1936.0,1,2,3,3,0,4,0,10,2,2,3,6,4,6,1970,1970,1,1,5,5,3,0.0,5.0,5.0,1,7.5,5.0,6.66,6.0,131,10.0,499,0,630,1,7.5,1,4,630,0,0,630,1,0,1,0,1,1,5.0,3,6,0,,1,2005.0,2,0,0,5.0,5.0,2,0,0,0,0,0,0,,2,4,0,12,2007,8,4,84500,-1.4781521900763297,0.1627029686731179,11.344506813345266,-2.2669091355012503,0.03324447232240865,7.568379267836522,-0.06048117004194865,0.6875,-2.279816650979817,0.0,-inf,5.0,5.0,129.832,54
651,60,1,65.0,8125.0,1,2,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,5,5,3,0.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,813,813,1,10.0,1,4,822,843,0,1665,0,0,2,1,3,1,7.5,7,6,0,,1,2007.0,1,2,562,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,5,2008,8,4,205950,0.6290993810311664,0.5610956207971134,12.235388699864227,-0.37886380193946534,0.35675082327113067,9.002701007197938,1.186538984792404,0.9765625,0.4534716180801625,0.533713200379867,6.331501849893691,6.5,6.25,2.5,17
652,70,3,60.0,9084.0,1,2,3,3,0,4,0,7,0,2,0,5,4,5,1940,1950,1,1,8,8,3,0.0,5.0,5.0,1,5.0,5.0,3.33,0.0,0,0.0,0,755,755,1,5.0,1,4,755,755,0,1510,1,0,1,0,4,1,5.0,7,6,1,7.5,5,1940.0,2,1,296,2.5,0.0,1,120,0,0,0,0,0,,2,4,0,10,2009,8,4,108000,-1.070408987762405,0.23979006068558306,11.589886506106357,-0.08630676931937292,0.406878887669228,9.114269903225448,-1.071578592880613,0.453125,-0.8402199825781197,0.2811016144349478,5.69035945432406,4.5,5.0,2.666,74
653,60,3,70.0,8750.0,1,2,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,1,12,13,3,0.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,880,880,1,10.0,1,4,909,807,0,1716,0,0,2,1,2,1,7.5,7,6,1,5.0,1,1996.0,1,2,512,5.0,5.0,2,0,120,0,0,0,0,,4,4,0,7,2009,8,4,191000,0.36970530126124407,0.5120551090700345,12.160028707028767,-0.18819837400666267,0.38942031258167376,9.07680897935166,0.8158032630848937,0.890625,0.21029650517447038,0.4862298195631529,6.238324625039508,6.0,6.25,2.5,28
654,50,4,60.0,10320.0,1,0,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,1,8,8,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,756,756,1,10.0,1,4,756,713,0,1469,0,0,1,0,3,1,5.0,7,6,0,,5,1906.0,2,1,216,5.0,5.0,2,57,0,239,0,0,0,,2,4,0,6,2008,8,4,135000,-0.6019380744655553,0.3283582089552239,11.813030057420567,0.29075318096053765,0.471486069729758,9.241839039035554,-2.217489005431099,0.1875,-1.2293001632272271,0.20512820512820515,5.375278407684165,6.5,5.0,2.0,29
655,20,3,91.0,10437.0,1,2,0,3,0,4,0,15,2,2,0,2,8,6,1995,1995,3,1,8,8,1,660.0,7.5,7.5,2,7.5,5.0,10.0,10.0,1696,0.0,0,413,2109,1,10.0,1,4,2113,0,0,2113,1,0,2,1,2,1,7.5,7,6,1,5.0,1,1995.0,0,3,839,5.0,5.0,2,236,46,0,0,0,0,,4,4,0,8,2008,8,4,163000,-0.1161163866021556,0.42020665901262916,12.0015054797889,0.3264457490695583,0.4776017981286917,9.253112463820052,0.7821000156569382,0.8828125,1.800661743577697,0.7967711301044634,6.732210706467206,7.0,7.5,343.7,29
656,160,4,21.0,1680.0,1,2,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,7,1,381.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,525,525,1,5.0,1,4,525,567,0,1092,0,0,1,1,3,1,5.0,6,6,0,,5,1971.0,2,1,264,5.0,5.0,2,0,0,0,0,0,0,,4,4,0,3,2010,8,3,88000,-1.4174244790934047,0.17418402493029356,11.385092093460344,-2.3450056947825266,0.019863049500810206,7.426549072397305,-0.026777922613993175,0.6953125,-0.9958520548377626,0.25071225071225073,5.575949103146316,5.5,5.0,2.0,53
657,20,3,72.0,10007.0,1,2,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,54.0,7.5,5.0,1,5.0,5.0,0.0,8.0,806,0.0,0,247,1053,1,10.0,1,4,1053,0,0,1053,1,0,1,1,3,1,7.5,5,6,0,,1,1959.0,1,1,312,5.0,5.0,2,0,0,0,0,0,0,,2,4,0,8,2008,8,4,145500,-0.4197549415167804,0.36280137772675086,11.887931365593685,0.19526793465179007,0.455125189483038,9.211040127090456,-0.4312168917494589,0.6015625,-0.7624039464482982,0.29629629629629634,5.7430031878094825,6.0,6.25,163.2,18
658,70,3,60.0,7200.0,1,2,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,1,11,15,3,0.0,5.0,2.5,0,7.5,5.0,0.0,0.0,0,0.0,0,776,776,1,5.0,1,4,851,651,0,1502,0,0,1,1,3,1,5.0,6,6,1,7.5,1,1931.0,1,1,270,5.0,5.0,1,0,0,112,0,0,0,,2,4,0,2,2008,8,4,149000,-0.35902723053385543,0.3742824339839265,11.911701584927597,-0.6610486352800132,0.30839997909152683,8.881836305004146,-1.3749078197322122,0.3828125,-0.9666710412890797,0.25641025641025644,5.598421958998375,6.5,3.75,2.5,24
659,50,3,78.0,17503.0,1,2,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,1,12,13,3,0.0,5.0,5.0,1,5.0,5.0,0.0,0.0,0,0.0,0,912,912,1,5.0,1,4,912,546,0,1458,0,1,1,0,3,1,5.0,6,6,1,7.5,1,1948.0,2,1,330,5.0,5.0,2,192,0,0,0,0,0,,4,4,0,1,2010,8,0,97500,-1.2525921207111799,0.20534689191405608,11.487607656985938,2.4820328111066523,0.8469499764779677,9.770127573790836,-0.8019526134569691,0.515625,-0.674860905802249,0.3133903133903134,5.799092654460526,5.5,5.0,2.0,74
660,20,3,75.0,9937.0,1,2,3,3,0,0,0,7,2,2,0,2,5,7,1964,1999,3,1,8,8,3,0.0,5.0,7.5,2,5.0,5.0,0.0,6.0,637,0.0,0,849,1486,1,10.0,1,4,1486,0,0,1486,1,0,1,0,3,1,5.0,7,6,0,,5,1968.0,0,2,480,5.0,5.0,2,0,0,0,0,0,0,,2,4,0,3,2009,8,4,167000,-0.04671328833595565,0.43332786616368707,12.025749091398891,0.17391340672331618,0.4514662066802572,9.204020443231363,-0.2627006546096815,0.640625,0.05466443291482741,0.45584045584045585,6.173786103901937,6.0,6.25,129.4,25
661,60,3,69.0,12384.0,1,2,3,3,0,1,0,14,2,2,0,5,7,7,1976,1976,1,1,9,10,1,233.0,5.0,5.0,1,7.5,5.0,0.0,0.0,0,0.0,0,793,793,1,5.0,1,4,1142,793,0,1935,0,0,2,1,3,1,5.0,7,6,1,5.0,1,1976.0,1,2,550,5.0,5.0,2,0,113,252,0,0,0,,4,4,0,11,2007,8,4,197900,0.489425645770439,0.5346891914056093,12.195517131590657,0.9204066901658252,0.5793737912288954,9.424160595829509,0.1417383145257842,0.734375,0.3951095909827964,0.5223171889838557,6.309918278226516,7.0,5.0,2.5,48
662,60,3,52.0,9478.5,1,2,1,3,0,1,0,15,2,2,0,5,8,7,1994,2005,3,1,12,13,1,528.0,7.5,5.0,2,7.5,7.5,0.0,10.0,1361,4.0,180,88,1629,1,10.0,1,4,1686,762,0,2448,1,0,2,1,4,1,7.5,8,6,1,5.0,1,1994.0,1,3,711,5.0,5.0,2,517,76,0,0,0,0,,4,4,0,7,2009,8,4,163000,-0.1161163866021556,0.42020665901262916,12.0015054797889,0.034041248791812126,0.42749986932204276,9.15678135488162,0.7483967682289827,0.875,1.178133454539125,0.6752136752136753,6.566672429803241,7.5,6.25,311.2,19
663,20,3,120.0,13560.0,1,2,3,3,0,0,0,12,2,2,0,2,6,3,1968,1968,3,1,13,14,1,216.0,5.0,5.0,1,2.5,2.5,0.0,0.0,0,0.0,0,1392,1392,1,7.5,1,4,1392,0,0,1392,1,0,1,0,2,1,5.0,5,1,2,5.0,1,1968.0,1,2,576,5.0,5.0,2,0,0,240,0,0,0,,4,4,0,7,2009,8,4,110000,-1.035707438629305,0.24635066426111202,11.608235644774552,1.2791627593641868,0.6408447023156134,9.514879561494386,-0.1278876648978596,0.671875,0.5215606496937564,0.5470085470085471,6.3561076606958915,4.5,5.0,1.0,56
664,85,3,90.0,10012.0,1,2,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,1,9,10,3,0.0,5.0,5.0,1,7.5,5.0,6.66,6.0,920,4.0,180,38,1138,1,5.0,1,4,1181,0,0,1181,1,0,2,0,3,1,5.0,6,6,0,,5,1974.0,1,2,588,5.0,5.0,2,0,0,180,0,0,0,,2,4,0,4,2008,8,4,137500,-0.5585611380491803,0.33655896342463504,11.831379196088763,0.1967932580752525,0.4553865453975224,9.211539652551664,0.006925324813962299,0.703125,0.5799226767911224,0.5584045584045584,6.376726947898627,4.5,5.0,223.83199999999997,52
665,20,3,49.0,9478.5,1,2,1,3,0,1,0,21,6,2,0,2,8,5,2005,2006,1,1,12,13,3,0.0,7.5,5.0,2,10.0,5.0,3.33,10.0,1721,0.0,0,356,2077,1,10.0,1,4,2097,0,0,2097,1,0,1,1,1,1,10.0,8,6,1,10.0,1,2005.0,0,3,480,5.0,5.0,2,192,267,0,0,0,0,,4,4,0,1,2006,6,5,163000,-0.1161163866021556,0.42020665901262916,12.0015054797889,0.034041248791812126,0.42749986932204276,9.15678135488162,1.119132489936493,0.9609375,0.05466443291482741,0.45584045584045585,6.173786103901937,6.5,6.25,347.866,18
666,60,3,106.0,11194.0,1,2,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,1,12,13,1,40.0,7.5,5.0,2,7.5,5.0,0.0,0.0,0,0.0,0,1406,1406,1,10.0,1,4,1454,482,0,1936,0,0,2,1,3,1,7.5,7,6,1,5.0,1,2000.0,1,2,504,5.0,5.0,2,188,124,0,0,0,0,,4,4,0,11,2006,8,4,230500,1.0550608966399686,0.6416270296867312,12.348006141418841,0.5573797153817689,0.5171710835816214,9.323133199451306,0.9506162527967156,0.921875,0.17138848710955965,0.47863247863247865,6.222576268071369,6.5,6.25,2.5,24
667,60,3,69.0,18450.0,1,2,0,3,0,4,0,12,2,2,0,5,6,5,1965,1979,0,5,9,10,0,113.0,5.0,7.5,1,7.5,5.0,0.0,2.0,187,4.0,723,111,1021,1,5.0,1,4,1465,915,0,2380,0,0,2,1,3,1,5.0,7,5,1,0.0,4,1965.0,2,2,596,5.0,5.0,2,0,265,0,0,0,0,,4,4,0,8,2007,8,0,129000,-0.7060427218648552,0.308676398228637,11.76756768334381,2.7709290675104348,0.8964507866813025,9.822819649468673,-0.228997407181726,0.6484375,0.6188306948560331,0.5660018993352327,6.39024066706535,5.5,6.25,184.5,45
668,20,3,65.0,8125.0,1,2,3,3,0,4,0,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,258.0,5.0,5.0,2,7.5,5.0,0.0,10.0,1138,0.0,0,270,1408,1,10.0,1,4,1679,0,0,1679,1,0,2,0,3,1,7.5,7,6,1,2.5,1,1994.0,1,2,575,5.0,5.0,2,224,42,0,0,0,0,,4,4,0,10,2008,8,4,193500,0.41308223767761904,0.5202558635394456,12.173032791451973,-0.37886380193946534,0.35675082327113067,9.002701007197938,0.7483967682289827,0.875,0.5166971474356424,0.5460588793922128,6.354370040797351,5.5,5.0,230.1,26
